sx,sy,angle,x,y,value,stick_dist
0,69,53021,-0.9320047,-0.3624463,1,1
0,70,52957,-0.9342183,-0.3567016,1,1
0,71,52790,-0.9397934,-0.341743,1,1
0,72,52790,-0.9397934,-0.341743,1,1
0,73,52730,-0.9417418,-0.3363364,1,1
0,74,52564,-0.9469787,-0.3212964,1,1
0,75,52564,-0.9469787,-0.3212964,1,1
0,76,52396,-0.9520286,-0.3060092,1,1
0,77,52343,-0.9535826,-0.3011313,1,1
0,78,52343,-0.9535826,-0.3011313,1,1
0,79,52176,-0.9582877,-0.2858051,1,1
0,80,52126,-0.9596285,-0.2812704,1,1
0,81,51960,-0.9639927,-0.265929,1,1
0,82,51960,-0.9639927,-0.265929,1,1
0,83,51749,-0.9691685,-0.2463988,1,1
0,84,51749,-0.9691685,-0.2463988,1,1
0,85,51708,-0.9701425,-0.2425356,1,1
0,86,51543,-0.9738412,-0.2272296,1,1
0,87,51543,-0.9738412,-0.2272296,1,1
0,88,51343,-0.9780365,-0.208434,1,1
0,89,51343,-0.9780365,-0.208434,1,1
0,90,51179,-0.9811945,-0.1930219,1,1
0,91,51147,-0.9817799,-0.1900219,1,1
0,92,50984,-0.9846233,-0.1746912,1,1
0,93,50955,-0.9850968,-0.172001,1,1
0,94,50794,-0.9876356,-0.1567675,1,1
0,95,50794,-0.9876356,-0.1567675,1,1
0,96,50610,-0.9902565,-0.1392548,1,1
0,97,50610,-0.9902565,-0.1392548,1,1
0,98,50430,-0.992511,-0.1221552,1,1
0,99,50430,-0.992511,-0.1221552,1,1
0,100,50271,-0.9942511,-0.1070732,1,1
0,101,50255,-0.9944226,-0.1054691,1,1
0,102,50098,-0.9958932,-0.09053575,1,1
0,103,50084,-0.9960142,-0.0891953,1,1
0,104,49929,-0.997227,-0.07441992,1,1
0,105,49765,-0.9982744,-0.05872202,1,1
0,106,49765,-0.9982744,-0.05872202,1,1
0,107,49606,-0.9990562,-0.04343722,1,1
0,108,49606,-0.9990562,-0.04343722,1,1
0,109,49450,-0.9995921,-0.02855978,1,1
0,110,49301,-0.999898,-0.01428426,1,1
0,111,49301,-0.999898,-0.01428426,1,1
0,112,49152,-1,0,1,1
0,113,49152,-1,0,1,1
0,114,49152,-1,0,1,1
0,115,49152,-1,0,1,1
0,116,49152,-1,0,1,1
0,117,49152,-1,0,1,1
0,118,49152,-1,0,1,1
0,119,49152,-1,0,1,1
0,120,49152,-1,0,1,1
0,121,49152,-1,0,1,1
0,122,49152,-1,0,1,1
0,123,49152,-1,0,1,1
0,124,49152,-1,0,1,1
0,125,49152,-1,0,1,1
0,126,49152,-1,0,1,1
0,127,49152,-1,0,1,1
0,128,49152,-1,0,1,1
0,129,49152,-1,0,1,1
0,130,49152,-1,0,1,1
0,131,49152,-1,0,1,1
0,132,49152,-1,0,1,1
0,133,49152,-1,0,1,1
0,134,49152,-1,0,1,1
0,135,49152,-1,0,1,1
0,136,49152,-1,0,1,1
0,137,49152,-1,0,1,1
0,138,49152,-1,0,1,1
0,139,49152,-1,0,1,1
0,140,49152,-1,0,1,1
0,141,49152,-1,0,1,1
0,142,49152,-1,0,1,1
0,143,49152,-1,0,1,1
0,144,49152,-1,0,1,1
0,145,49004,-0.999898,0.01428426,1,1
0,146,49004,-0.999898,0.01428426,1,1
0,147,48855,-0.9995921,0.02855978,1,1
0,148,48699,-0.9990562,0.04343722,1,1
0,149,48699,-0.9990562,0.04343722,1,1
0,150,48540,-0.9982744,0.05872202,1,1
0,151,48540,-0.9982744,0.05872202,1,1
0,152,48376,-0.997227,0.07441992,1,1
0,153,48221,-0.9960142,0.0891953,1,1
0,154,48207,-0.9958932,0.09053575,1,1
0,155,48050,-0.9944226,0.1054691,1,1
0,156,48034,-0.9942511,0.1070732,1,1
0,157,47875,-0.992511,0.1221552,1,1
0,158,47875,-0.992511,0.1221552,1,1
0,159,47695,-0.9902565,0.1392548,1,1
0,160,47695,-0.9902565,0.1392548,1,1
0,161,47511,-0.9876356,0.1567675,1,1
0,162,47511,-0.9876356,0.1567675,1,1
0,163,47349,-0.9850968,0.172001,1,1
0,164,47321,-0.9846233,0.1746912,1,1
0,165,47158,-0.9817799,0.1900219,1,1
0,166,47126,-0.9811945,0.1930219,1,1
0,167,46962,-0.9780365,0.208434,1,1
0,168,46962,-0.9780365,0.208434,1,1
0,169,46762,-0.9738412,0.2272296,1,1
0,170,46762,-0.9738412,0.2272296,1,1
0,171,46597,-0.9701425,0.2425356,1,1
0,172,46556,-0.9691685,0.2463988,1,1
0,173,46556,-0.9691685,0.2463988,1,1
0,174,46345,-0.9639927,0.265929,1,1
0,175,46345,-0.9639927,0.265929,1,1
0,176,46179,-0.9596285,0.2812704,1,1
0,177,46129,-0.9582877,0.2858051,1,1
0,178,45962,-0.9535826,0.3011313,1,1
0,179,45962,-0.9535826,0.3011313,1,1
0,180,45909,-0.9520286,0.3060092,1,1
0,181,45741,-0.9469787,0.3212964,1,1
0,182,45741,-0.9469787,0.3212964,1,1
0,183,45575,-0.9417418,0.3363364,1,1
0,184,45515,-0.9397934,0.341743,1,1
0,185,45515,-0.9397934,0.341743,1,1
0,186,45348,-0.9342183,0.3567016,1,1
0,187,45284,-0.9320047,0.3624463,1,1
0,188,45284,-0.9320047,0.3624463,1,1
0,189,45117,-0.9260923,0.3772969,1,1
0,190,45049,-0.9235916,0.3833776,1,1
0,191,45049,-0.9235916,0.3833776,1,1
0,192,44882,-0.917345,0.3980931,1,1
0,193,44882,-0.917345,0.3980931,1,1
0,194,44882,-0.917345,0.3980931,1,1
0,195,44642,-0.9079595,0.4190582,1,1
0,196,44642,-0.9079595,0.4190582,1,1
0,197,44642,-0.9079595,0.4190582,1,1
0,198,44399,-0.8979207,0.4401572,1,1
0,199,44399,-0.8979207,0.4401572,1,1
0,200,44399,-0.8979207,0.4401572,1,1
0,201,44235,-0.8909061,0.4541875,1,1
0,202,44151,-0.8872169,0.4613528,1,1
0,203,44151,-0.8872169,0.4613528,1,1
0,204,43988,-0.8799054,0.4751489,1,1
0,205,43988,-0.8799054,0.4751489,1,1
0,206,43899,-0.8758383,0.4826048,1,1
0,207,43899,-0.8758383,0.4826048,1,1
0,208,43738,-0.8682432,0.4961389,1,1
0,209,43738,-0.8682432,0.4961389,1,1
0,210,43644,-0.8637789,0.503871,1,1
0,211,43484,-0.8559156,0.5171157,1,1
0,212,43484,-0.8559156,0.5171157,1,1
0,213,43484,-0.8559156,0.5171157,1,1
0,214,43326,-0.8479983,0.529999,1,1
0,215,43227,-0.8429222,0.5380354,1,1
0,216,43227,-0.8429222,0.5380354,1,1
0,217,43227,-0.8429222,0.5380354,1,1
0,218,43071,-0.8347726,0.5505947,1,1
0,219,42967,-0.8292664,0.5588534,1,1
0,220,42967,-0.8292664,0.5588534,1,1
0,221,42967,-0.8292664,0.5588534,1,1
0,222,42813,-0.8209051,0.5710645,1,1
0,223,42813,-0.8209051,0.5710645,1,1
0,224,42705,-0.8149553,0.5795238,1,1
0,225,42705,-0.8149553,0.5795238,1,1
0,226,42553,-0.806405,0.5913637,1,1
0,227,42553,-0.806405,0.5913637,1,1
0,228,42553,-0.806405,0.5913637,1,1
0,229,42290,-0.791285,0.6114475,1,1
0,230,42290,-0.791285,0.6114475,1,1
0,231,42290,-0.791285,0.6114475,1,1
0,232,42290,-0.791285,0.6114475,1,1
0,233,42290,-0.791285,0.6114475,1,1
0,234,42027,-0.775562,0.6312714,1,1
0,235,42027,-0.775562,0.6312714,1,1
0,236,42027,-0.775562,0.6312714,1,1
0,237,42027,-0.775562,0.6312714,1,1
0,238,41882,-0.7667577,0.6419367,1,1
0,239,41761,-0.7592567,0.6507914,1,1
0,240,41761,-0.7592567,0.6507914,1,1
0,241,41761,-0.7592567,0.6507914,1,1
0,242,41620,-0.750359,0.6610306,1,1
0,243,41620,-0.750359,0.6610306,1,1
0,244,41620,-0.750359,0.6610306,1,1
0,245,41495,-0.7423931,0.6699645,1,1
0,246,41495,-0.7423931,0.6699645,1,1
0,247,41356,-0.7334303,0.6797646,1,1
0,248,41356,-0.7334303,0.6797646,1,1
0,249,41356,-0.7334303,0.6797646,1,1
0,250,41228,-0.7249994,0.6887494,1,1
0,251,41228,-0.7249994,0.6887494,1,1
0,252,41093,-0.7160001,0.6981001,1,1
0,253,41093,-0.7160001,0.6981001,1,1
0,254,41093,-0.7160001,0.6981001,1,1
0,255,41093,-0.7160001,0.6981001,1,1
1,0,57477,-0.6981001,-0.7160001,1,1
1,1,57344,-0.7071068,-0.7071068,1,1
1,2,57212,-0.7160001,-0.6981001,1,1
1,3,57212,-0.7160001,-0.6981001,1,1
1,4,57212,-0.7160001,-0.6981001,1,1
1,5,57212,-0.7160001,-0.6981001,1,1
1,6,57077,-0.7249994,-0.6887494,1,1
1,7,57077,-0.7249994,-0.6887494,1,1
1,8,56949,-0.7334303,-0.6797646,1,1
1,9,56949,-0.7334303,-0.6797646,1,1
1,10,56949,-0.7334303,-0.6797646,1,1
1,11,56810,-0.7423931,-0.6699645,1,1
1,12,56810,-0.7423931,-0.6699645,1,1
1,13,56685,-0.750359,-0.6610306,1,1
1,14,56685,-0.750359,-0.6610306,1,1
1,15,56685,-0.750359,-0.6610306,1,1
1,16,56544,-0.7592567,-0.6507914,1,1
1,17,56544,-0.7592567,-0.6507914,1,1
1,18,56544,-0.7592567,-0.6507914,1,1
1,19,56423,-0.7667577,-0.6419367,1,1
1,20,56278,-0.775562,-0.6312714,1,1
1,21,56278,-0.775562,-0.6312714,1,1
1,22,56278,-0.775562,-0.6312714,1,1
1,23,56278,-0.775562,-0.6312714,1,1
1,24,56015,-0.791285,-0.6114475,1,1
1,25,56015,-0.791285,-0.6114475,1,1
1,26,56015,-0.791285,-0.6114475,1,1
1,27,56015,-0.791285,-0.6114475,1,1
1,28,55864,-0.8,-0.6,1,1
1,29,55752,-0.806405,-0.5913637,1,1
1,30,55752,-0.806405,-0.5913637,1,1
1,31,55752,-0.806405,-0.5913637,1,1
1,32,55600,-0.8149553,-0.5795238,1,1
1,33,55600,-0.8149553,-0.5795238,1,1
1,34,55492,-0.8209051,-0.5710645,1,1
1,35,55492,-0.8209051,-0.5710645,1,1
1,36,55338,-0.8292664,-0.5588534,1,1
1,37,55338,-0.8292664,-0.5588534,1,1
1,38,55338,-0.8292664,-0.5588534,1,1
1,39,55234,-0.8347726,-0.5505947,1,1
1,40,55078,-0.8429222,-0.5380354,1,1
1,41,55078,-0.8429222,-0.5380354,1,1
1,42,55078,-0.8429222,-0.5380354,1,1
1,43,54821,-0.8559156,-0.5171157,1,1
1,44,54821,-0.8559156,-0.5171157,1,1
1,45,54821,-0.8559156,-0.5171157,1,1
1,46,54821,-0.8559156,-0.5171157,1,1
1,47,54567,-0.8682432,-0.4961389,1,1
1,48,54567,-0.8682432,-0.4961389,1,1
1,49,54567,-0.8682432,-0.4961389,1,1
1,50,54406,-0.8758383,-0.4826048,1,1
1,51,54317,-0.8799054,-0.4751489,1,1
1,52,54317,-0.8799054,-0.4751489,1,1
1,53,54154,-0.8872169,-0.4613528,1,1
1,54,54154,-0.8872169,-0.4613528,1,1
1,55,54070,-0.8909061,-0.4541875,1,1
1,56,53906,-0.8979207,-0.4401572,1,1
1,57,53906,-0.8979207,-0.4401572,1,1
1,58,53906,-0.8979207,-0.4401572,1,1
1,59,53663,-0.9079595,-0.4190582,1,1
1,60,53663,-0.9079595,-0.4190582,1,1
1,61,53663,-0.9079595,-0.4190582,1,1
1,62,53496,-0.9145353,-0.404506,1,1
1,63,53423,-0.917345,-0.3980931,1,1
1,64,53423,-0.917345,-0.3980931,1,1
1,65,53423,-0.917345,-0.3980931,1,1
1,66,53256,-0.9235916,-0.3833776,1,1
1,67,53188,-0.9260923,-0.3772969,1,1
1,68,53188,-0.9260923,-0.3772969,1,1
1,69,53021,-0.9320047,-0.3624463,1,1
1,70,53021,-0.9320047,-0.3624463,1,1
1,71,52790,-0.9397934,-0.341743,1,1
1,72,52790,-0.9397934,-0.341743,1,1
1,73,52790,-0.9397934,-0.341743,1,1
1,74,52564,-0.9469787,-0.3212964,1,1
1,75,52564,-0.9469787,-0.3212964,1,1
1,76,52396,-0.9520286,-0.3060092,1,1
1,77,52343,-0.9535826,-0.3011313,1,1
1,78,52343,-0.9535826,-0.3011313,1,1
1,79,52176,-0.9582877,-0.2858051,1,1
1,80,52126,-0.9596285,-0.2812704,1,1
1,81,51960,-0.9639927,-0.265929,1,1
1,82,51960,-0.9639927,-0.265929,1,1
1,83,51915,-0.9651403,-0.261733,1,1
1,84,51749,-0.9691685,-0.2463988,1,1
1,85,51749,-0.9691685,-0.2463988,1,1
1,86,51543,-0.9738412,-0.2272296,1,1
1,87,51543,-0.9738412,-0.2272296,1,1
1,88,51343,-0.9780365,-0.208434,1,1
1,89,51343,-0.9780365,-0.208434,1,1
1,90,51179,-0.9811945,-0.1930219,1,1
1,91,51147,-0.9817799,-0.1900219,1,1
1,92,50984,-0.9846233,-0.1746912,1,1
1,93,50984,-0.9846233,-0.1746912,1,1
1,94,50794,-0.9876356,-0.1567675,1,1
1,95,50794,-0.9876356,-0.1567675,1,1
1,96,50610,-0.9902565,-0.1392548,1,1
1,97,50610,-0.9902565,-0.1392548,1,1
1,98,50450,-0.9922779,-0.1240347,1,1
1,99,50430,-0.992511,-0.1221552,1,1
1,100,50271,-0.9942511,-0.1070732,1,1
1,101,50255,-0.9944226,-0.1054691,1,1
1,102,50098,-0.9958932,-0.09053575,1,1
1,103,50084,-0.9960142,-0.0891953,1,1
1,104,49929,-0.997227,-0.07441992,1,1
1,105,49765,-0.9982744,-0.05872202,1,1
1,106,49765,-0.9982744,-0.05872202,1,1
1,107,49606,-0.9990562,-0.04343722,1,1
1,108,49606,-0.9990562,-0.04343722,1,1
1,109,49455,-0.9995801,-0.02897334,1,1
1,110,49301,-0.999898,-0.01428426,1,1
1,111,49301,-0.999898,-0.01428426,1,1
1,112,49152,-1,0,1,1
1,113,49152,-1,0,1,1
1,114,49152,-1,0,1,1
1,115,49152,-1,0,1,1
1,116,49152,-1,0,1,1
1,117,49152,-1,0,1,1
1,118,49152,-1,0,1,1
1,119,49152,-1,0,1,1
1,120,49152,-1,0,1,1
1,121,49152,-1,0,1,1
1,122,49152,-1,0,1,1
1,123,49152,-1,0,1,1
1,124,49152,-1,0,1,1
1,125,49152,-1,0,1,1
1,126,49152,-1,0,1,1
1,127,49152,-1,0,1,1
1,128,49152,-1,0,1,1
1,129,49152,-1,0,1,1
1,130,49152,-1,0,1,1
1,131,49152,-1,0,1,1
1,132,49152,-1,0,1,1
1,133,49152,-1,0,1,1
1,134,49152,-1,0,1,1
1,135,49152,-1,0,1,1
1,136,49152,-1,0,1,1
1,137,49152,-1,0,1,1
1,138,49152,-1,0,1,1
1,139,49152,-1,0,1,1
1,140,49152,-1,0,1,1
1,141,49152,-1,0,1,1
1,142,49152,-1,0,1,1
1,143,49152,-1,0,1,1
1,144,49152,-1,0,1,1
1,145,49004,-0.999898,0.01428426,1,1
1,146,49004,-0.999898,0.01428426,1,1
1,147,48850,-0.9995801,0.02897334,1,1
1,148,48699,-0.9990562,0.04343722,1,1
1,149,48699,-0.9990562,0.04343722,1,1
1,150,48540,-0.9982744,0.05872202,1,1
1,151,48540,-0.9982744,0.05872202,1,1
1,152,48376,-0.997227,0.07441992,1,1
1,153,48221,-0.9960142,0.0891953,1,1
1,154,48207,-0.9958932,0.09053575,1,1
1,155,48050,-0.9944226,0.1054691,1,1
1,156,48034,-0.9942511,0.1070732,1,1
1,157,47875,-0.992511,0.1221552,1,1
1,158,47855,-0.9922779,0.1240347,1,1
1,159,47695,-0.9902565,0.1392548,1,1
1,160,47695,-0.9902565,0.1392548,1,1
1,161,47511,-0.9876356,0.1567675,1,1
1,162,47511,-0.9876356,0.1567675,1,1
1,163,47321,-0.9846233,0.1746912,1,1
1,164,47321,-0.9846233,0.1746912,1,1
1,165,47158,-0.9817799,0.1900219,1,1
1,166,47126,-0.9811945,0.1930219,1,1
1,167,46962,-0.9780365,0.208434,1,1
1,168,46962,-0.9780365,0.208434,1,1
1,169,46762,-0.9738412,0.2272296,1,1
1,170,46762,-0.9738412,0.2272296,1,1
1,171,46556,-0.9691685,0.2463988,1,1
1,172,46556,-0.9691685,0.2463988,1,1
1,173,46390,-0.9651403,0.261733,1,1
1,174,46345,-0.9639927,0.265929,1,1
1,175,46345,-0.9639927,0.265929,1,1
1,176,46179,-0.9596285,0.2812704,1,1
1,177,46129,-0.9582877,0.2858051,1,1
1,178,45962,-0.9535826,0.3011313,1,1
1,179,45962,-0.9535826,0.3011313,1,1
1,180,45909,-0.9520286,0.3060092,1,1
1,181,45741,-0.9469787,0.3212964,1,1
1,182,45741,-0.9469787,0.3212964,1,1
1,183,45515,-0.9397934,0.341743,1,1
1,184,45515,-0.9397934,0.341743,1,1
1,185,45515,-0.9397934,0.341743,1,1
1,186,45284,-0.9320047,0.3624463,1,1
1,187,45284,-0.9320047,0.3624463,1,1
1,188,45117,-0.9260923,0.3772969,1,1
1,189,45117,-0.9260923,0.3772969,1,1
1,190,45049,-0.9235916,0.3833776,1,1
1,191,44882,-0.917345,0.3980931,1,1
1,192,44882,-0.917345,0.3980931,1,1
1,193,44882,-0.917345,0.3980931,1,1
1,194,44809,-0.9145353,0.404506,1,1
1,195,44642,-0.9079595,0.4190582,1,1
1,196,44642,-0.9079595,0.4190582,1,1
1,197,44642,-0.9079595,0.4190582,1,1
1,198,44399,-0.8979207,0.4401572,1,1
1,199,44399,-0.8979207,0.4401572,1,1
1,200,44399,-0.8979207,0.4401572,1,1
1,201,44235,-0.8909061,0.4541875,1,1
1,202,44151,-0.8872169,0.4613528,1,1
1,203,44151,-0.8872169,0.4613528,1,1
1,204,43988,-0.8799054,0.4751489,1,1
1,205,43988,-0.8799054,0.4751489,1,1
1,206,43899,-0.8758383,0.4826048,1,1
1,207,43738,-0.8682432,0.4961389,1,1
1,208,43738,-0.8682432,0.4961389,1,1
1,209,43738,-0.8682432,0.4961389,1,1
1,210,43484,-0.8559156,0.5171157,1,1
1,211,43484,-0.8559156,0.5171157,1,1
1,212,43484,-0.8559156,0.5171157,1,1
1,213,43484,-0.8559156,0.5171157,1,1
1,214,43227,-0.8429222,0.5380354,1,1
1,215,43227,-0.8429222,0.5380354,1,1
1,216,43227,-0.8429222,0.5380354,1,1
1,217,43071,-0.8347726,0.5505947,1,1
1,218,42967,-0.8292664,0.5588534,1,1
1,219,42967,-0.8292664,0.5588534,1,1
1,220,42967,-0.8292664,0.5588534,1,1
1,221,42813,-0.8209051,0.5710645,1,1
1,222,42813,-0.8209051,0.5710645,1,1
1,223,42705,-0.8149553,0.5795238,1,1
1,224,42705,-0.8149553,0.5795238,1,1
1,225,42553,-0.806405,0.5913637,1,1
1,226,42553,-0.806405,0.5913637,1,1
1,227,42553,-0.806405,0.5913637,1,1
1,228,42441,-0.8,0.6,1,1
1,229,42290,-0.791285,0.6114475,1,1
1,230,42290,-0.791285,0.6114475,1,1
1,231,42290,-0.791285,0.6114475,1,1
1,232,42290,-0.791285,0.6114475,1,1
1,233,42027,-0.775562,0.6312714,1,1
1,234,42027,-0.775562,0.6312714,1,1
1,235,42027,-0.775562,0.6312714,1,1
1,236,42027,-0.775562,0.6312714,1,1
1,237,41882,-0.7667577,0.6419367,1,1
1,238,41761,-0.7592567,0.6507914,1,1
1,239,41761,-0.7592567,0.6507914,1,1
1,240,41761,-0.7592567,0.6507914,1,1
1,241,41620,-0.750359,0.6610306,1,1
1,242,41620,-0.750359,0.6610306,1,1
1,243,41620,-0.750359,0.6610306,1,1
1,244,41495,-0.7423931,0.6699645,1,1
1,245,41495,-0.7423931,0.6699645,1,1
1,246,41356,-0.7334303,0.6797646,1,1
1,247,41356,-0.7334303,0.6797646,1,1
1,248,41356,-0.7334303,0.6797646,1,1
1,249,41228,-0.7249994,0.6887494,1,1
1,250,41228,-0.7249994,0.6887494,1,1
1,251,41093,-0.7160001,0.6981001,1,1
1,252,41093,-0.7160001,0.6981001,1,1
1,253,41093,-0.7160001,0.6981001,1,1
1,254,41093,-0.7160001,0.6981001,1,1
1,255,40960,-0.7071068,0.7071068,1,1
2,0,57477,-0.6981001,-0.7160001,1,1
2,1,57477,-0.6981001,-0.7160001,1,1
2,2,57344,-0.7071068,-0.7071068,1,1
2,3,57212,-0.7160001,-0.6981001,1,1
2,4,57212,-0.7160001,-0.6981001,1,1
2,5,57212,-0.7160001,-0.6981001,1,1
2,6,57212,-0.7160001,-0.6981001,1,1
2,7,57077,-0.7249994,-0.6887494,1,1
2,8,57077,-0.7249994,-0.6887494,1,1
2,9,56949,-0.7334303,-0.6797646,1,1
2,10,56949,-0.7334303,-0.6797646,1,1
2,11,56949,-0.7334303,-0.6797646,1,1
2,12,56810,-0.7423931,-0.6699645,1,1
2,13,56810,-0.7423931,-0.6699645,1,1
2,14,56685,-0.750359,-0.6610306,1,1
2,15,56685,-0.750359,-0.6610306,1,1
2,16,56685,-0.750359,-0.6610306,1,1
2,17,56544,-0.7592567,-0.6507914,1,1
2,18,56544,-0.7592567,-0.6507914,1,1
2,19,56544,-0.7592567,-0.6507914,1,1
2,20,56423,-0.7667577,-0.6419367,1,1
2,21,56278,-0.775562,-0.6312714,1,1
2,22,56278,-0.775562,-0.6312714,1,1
2,23,56278,-0.775562,-0.6312714,1,1
2,24,56278,-0.775562,-0.6312714,1,1
2,25,56015,-0.791285,-0.6114475,1,1
2,26,56015,-0.791285,-0.6114475,1,1
2,27,56015,-0.791285,-0.6114475,1,1
2,28,56015,-0.791285,-0.6114475,1,1
2,29,55864,-0.8,-0.6,1,1
2,30,55752,-0.806405,-0.5913637,1,1
2,31,55752,-0.806405,-0.5913637,1,1
2,32,55752,-0.806405,-0.5913637,1,1
2,33,55600,-0.8149553,-0.5795238,1,1
2,34,55600,-0.8149553,-0.5795238,1,1
2,35,55492,-0.8209051,-0.5710645,1,1
2,36,55492,-0.8209051,-0.5710645,1,1
2,37,55338,-0.8292664,-0.5588534,1,1
2,38,55338,-0.8292664,-0.5588534,1,1
2,39,55234,-0.8347726,-0.5505947,1,1
2,40,55078,-0.8429222,-0.5380354,1,1
2,41,55078,-0.8429222,-0.5380354,1,1
2,42,55078,-0.8429222,-0.5380354,1,1
2,43,55078,-0.8429222,-0.5380354,1,1
2,44,54821,-0.8559156,-0.5171157,1,1
2,45,54821,-0.8559156,-0.5171157,1,1
2,46,54821,-0.8559156,-0.5171157,1,1
2,47,54661,-0.8637789,-0.503871,1,1
2,48,54567,-0.8682432,-0.4961389,1,1
2,49,54567,-0.8682432,-0.4961389,1,1
2,50,54406,-0.8758383,-0.4826048,1,1
2,51,54406,-0.8758383,-0.4826048,1,1
2,52,54317,-0.8799054,-0.4751489,1,1
2,53,54317,-0.8799054,-0.4751489,1,1
2,54,54154,-0.8872169,-0.4613528,1,1
2,55,54154,-0.8872169,-0.4613528,1,1
2,56,54070,-0.8909061,-0.4541875,1,1
2,57,53906,-0.8979207,-0.4401572,1,1
2,58,53906,-0.8979207,-0.4401572,1,1
2,59,53906,-0.8979207,-0.4401572,1,1
2,60,53663,-0.9079595,-0.4190582,1,1
2,61,53663,-0.9079595,-0.4190582,1,1
2,62,53663,-0.9079595,-0.4190582,1,1
2,63,53423,-0.917345,-0.3980931,1,1
2,64,53423,-0.917345,-0.3980931,1,1
2,65,53423,-0.917345,-0.3980931,1,1
2,66,53256,-0.9235916,-0.3833776,1,1
2,67,53256,-0.9235916,-0.3833776,1,1
2,68,53188,-0.9260923,-0.3772969,1,1
2,69,53021,-0.9320047,-0.3624463,1,1
2,70,53021,-0.9320047,-0.3624463,1,1
2,71,52957,-0.9342183,-0.3567016,1,1
2,72,52790,-0.9397934,-0.341743,1,1
2,73,52790,-0.9397934,-0.341743,1,1
2,74,52564,-0.9469787,-0.3212964,1,1
2,75,52564,-0.9469787,-0.3212964,1,1
2,76,52564,-0.9469787,-0.3212964,1,1
2,77,52343,-0.9535826,-0.3011313,1,1
2,78,52343,-0.9535826,-0.3011313,1,1
2,79,52176,-0.9582877,-0.2858051,1,1
2,80,52126,-0.9596285,-0.2812704,1,1
2,81,51960,-0.9639927,-0.265929,1,1
2,82,51960,-0.9639927,-0.265929,1,1
2,83,51915,-0.9651403,-0.261733,1,1
2,84,51749,-0.9691685,-0.2463988,1,1
